Dates,1,2,3,4,5,6,7,8
1979-12-15,22.995,22.995,22.995,22.995,22.995,22.995,22.995,22.995
1979-12-16,20.322,20.322,20.322,20.322,20.322,20.322,20.322,20.322
1979-12-17,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5
1979-12-18,21.446,21.446,21.446,21.446,21.446,21.446,21.446,21.446
1979-12-19,20.651,20.651,20.651,20.651,20.651,20.651,20.651,20.651
1979-12-20,20.448,20.448,20.448,20.448,20.448,20.448,20.448,20.448
1979-12-21,20.917,20.917,20.917,20.917,20.917,20.917,20.917,20.917
1979-12-22,19.202,19.202,19.202,19.202,19.202,19.202,19.202,19.202
1979-12-23,19.818,19.818,19.818,19.818,19.818,19.818,19.818,19.818
1979-12-24,20.203,20.203,20.203,20.203,20.203,20.203,20.203,20.203
1979-12-25,21.12,21.12,21.12,21.12,21.12,21.12,21.12,21.12
1979-12-26,20.738,20.738,20.738,20.738,20.738,20.738,20.738,20.738
1979-12-27,21.162,21.162,21.162,21.162,21.162,21.162,21.162,21.162
1979-12-28,21.144,21.144,21.144,21.144,21.144,21.144,21.144,21.144
1979-12-29,20.295,20.295,20.295,20.295,20.295,20.295,20.295,20.295
1979-12-30,21.816,21.816,21.816,21.816,21.816,21.816,21.816,21.816
1979-12-31,21.33,21.33,21.33,21.33,21.33,21.33,21.33,21.33
1980-01-01,21.856,21.856,21.856,21.856,21.856,21.856,21.856,21.856
1980-01-02,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31
1980-01-03,22.608,22.608,22.608,22.608,22.608,22.608,22.608,22.608
1980-01-04,22.249,22.249,22.249,22.249,22.249,22.249,22.249,22.249
1980-01-05,21.796,21.796,21.796,21.796,21.796,21.796,21.796,21.796
1980-01-06,23.455,23.455,23.455,23.455,23.455,23.455,23.455,23.455
1980-01-07,22.745,22.745,22.745,22.745,22.745,22.745,22.745,22.745
1980-01-08,21.805,21.805,21.805,21.805,21.805,21.805,21.805,21.805
1980-01-09,21.399,21.399,21.399,21.399,21.399,21.399,21.399,21.399
1980-01-10,21.996,21.996,21.996,21.996,21.996,21.996,21.996,21.996
1980-01-11,21.931,21.931,21.931,21.931,21.931,21.931,21.931,21.931
1980-01-12,21.233,21.233,21.233,21.233,21.233,21.233,21.233,21.233
1980-01-13,21.249,21.249,21.249,21.249,21.249,21.249,21.249,21.249
1980-01-14,21.346,21.346,21.346,21.346,21.346,21.346,21.346,21.346
1980-01-15,19.912,19.912,19.912,19.912,19.912,19.912,19.912,19.912
1980-01-16,21.058,21.058,21.058,21.058,21.058,21.058,21.058,21.058
1980-01-17,20.858,20.858,20.858,20.858,20.858,20.858,20.858,20.858
1980-01-18,19.382,19.382,19.382,19.382,19.382,19.382,19.382,19.382
1980-01-19,20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21
1980-01-20,21.281,21.281,21.281,21.281,21.281,21.281,21.281,21.281
1980-01-21,21.655,21.655,21.655,21.655,21.655,21.655,21.655,21.655
1980-01-22,21.224,21.224,21.224,21.224,21.224,21.224,21.224,21.224
1980-01-23,20.929,20.929,20.929,20.929,20.929,20.929,20.929,20.929
1980-01-24,21.029,21.029,21.029,21.029,21.029,21.029,21.029,21.029
1980-01-25,21.305,21.305,21.305,21.305,21.305,21.305,21.305,21.305
1980-01-26,22.019,22.019,22.019,22.019,22.019,22.019,22.019,22.019
1980-01-27,22.963,22.963,22.963,22.963,22.963,22.963,22.963,22.963
1980-01-28,22.377,22.377,22.377,22.377,22.377,22.377,22.377,22.377
1980-01-29,22.847,22.847,22.847,22.847,22.847,22.847,22.847,22.847
1980-01-30,21.668,21.668,21.668,21.668,21.668,21.668,21.668,21.668
1980-01-31,22.387,22.387,22.387,22.387,22.387,22.387,22.387,22.387
1980-02-01,21.426,21.426,21.426,21.426,21.426,21.426,21.426,21.426
1980-02-02,20.905,20.905,20.905,20.905,20.905,20.905,20.905,20.905
1980-02-03,21.726,21.726,21.726,21.726,21.726,21.726,21.726,21.726
1980-02-04,21.797,21.797,21.797,21.797,21.797,21.797,21.797,21.797
1980-02-05,21.195,21.195,21.195,21.195,21.195,21.195,21.195,21.195
1980-02-06,20.109,20.109,20.109,20.109,20.109,20.109,20.109,20.109
1980-02-07,21.187,21.187,21.187,21.187,21.187,21.187,21.187,21.187
1980-02-08,21.734,21.734,21.734,21.734,21.734,21.734,21.734,21.734
1980-02-09,22.087,22.087,22.087,22.087,22.087,22.087,22.087,22.087
1980-02-10,21.285,21.285,21.285,21.285,21.285,21.285,21.285,21.285
1980-02-11,22.961,22.961,22.961,22.961,22.961,22.961,22.961,22.961
1980-02-12,22.88,22.88,22.88,22.88,22.88,22.88,22.88,22.88
1980-02-13,22.147,22.147,22.147,22.147,22.147,22.147,22.147,22.147
1980-02-14,23.209,23.209,23.209,23.209,23.209,23.209,23.209,23.209
1980-02-15,22.51,22.51,22.51,22.51,22.51,22.51,22.51,22.51
1980-02-16,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
1980-02-17,20.526,20.526,20.526,20.526,20.526,20.526,20.526,20.526
1980-02-18,22.059,22.059,22.059,22.059,22.059,22.059,22.059,22.059
1980-02-19,22.744,22.744,22.744,22.744,22.744,22.744,22.744,22.744
1980-02-20,23.557,23.557,23.557,23.557,23.557,23.557,23.557,23.557
1980-02-21,22.089,22.089,22.089,22.089,22.089,22.089,22.089,22.089
1980-02-22,21.125,21.125,21.125,21.125,21.125,21.125,21.125,21.125
1980-02-23,22.09,22.09,22.09,22.09,22.09,22.09,22.09,22.09
1980-02-24,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08
1980-02-25,20.997,20.997,20.997,20.997,20.997,20.997,20.997,20.997
1980-02-26,21.602,21.602,21.602,21.602,21.602,21.602,21.602,21.602
1980-02-27,21.726,21.726,21.726,21.726,21.726,21.726,21.726,21.726
1980-02-28,22.059,22.059,22.059,22.059,22.059,22.059,22.059,22.059
1980-02-29,17.715,17.715,17.715,17.715,17.715,17.715,17.715,17.715
1980-03-01,21.851,21.851,21.851,21.851,21.851,21.851,21.851,21.851
1980-03-02,21.893,21.893,21.893,21.893,21.893,21.893,21.893,21.893
1980-03-03,21.755,21.755,21.755,21.755,21.755,21.755,21.755,21.755
1980-03-04,21.969,21.969,21.969,21.969,21.969,21.969,21.969,21.969
1980-03-05,21.861,21.861,21.861,21.861,21.861,21.861,21.861,21.861
1980-03-06,22.217,22.217,22.217,22.217,22.217,22.217,22.217,22.217
1980-03-07,21.858,21.858,21.858,21.858,21.858,21.858,21.858,21.858
1980-03-08,23.188,23.188,23.188,23.188,23.188,23.188,23.188,23.188
1980-03-09,23.024,23.024,23.024,23.024,23.024,23.024,23.024,23.024
1980-03-10,22.88,22.88,22.88,22.88,22.88,22.88,22.88,22.88
1980-03-11,23.399,23.399,23.399,23.399,23.399,23.399,23.399,23.399
1980-03-12,23.501,23.501,23.501,23.501,23.501,23.501,23.501,23.501
1980-03-13,22.371,22.371,22.371,22.371,22.371,22.371,22.371,22.371
1980-03-14,19.239,19.239,19.239,19.239,19.239,19.239,19.239,19.239
1980-03-15,22.727,22.727,22.727,22.727,22.727,22.727,22.727,22.727
1980-03-16,22.068,22.068,22.068,22.068,22.068,22.068,22.068,22.068
1980-03-17,22.552,22.552,22.552,22.552,22.552,22.552,22.552,22.552
1980-03-18,22.684,22.684,22.684,22.684,22.684,22.684,22.684,22.684
1980-03-19,22.819,22.819,22.819,22.819,22.819,22.819,22.819,22.819
1980-03-20,22.943,22.943,22.943,22.943,22.943,22.943,22.943,22.943
1980-03-21,22.082,22.082,22.082,22.082,22.082,22.082,22.082,22.082
1980-03-22,22.434,22.434,22.434,22.434,22.434,22.434,22.434,22.434
1980-03-23,22.981,22.981,22.981,22.981,22.981,22.981,22.981,22.981
1980-03-24,22.541,22.541,22.541,22.541,22.541,22.541,22.541,22.541
1980-03-25,21.94,21.94,21.94,21.94,21.94,21.94,21.94,21.94
1980-03-26,23.981,23.981,23.981,23.981,23.981,23.981,23.981,23.981
1980-03-27,24.739,24.739,24.739,24.739,24.739,24.739,24.739,24.739
1980-03-28,24.752,24.752,24.752,24.752,24.752,24.752,24.752,24.752
1980-03-29,24.523,24.523,24.523,24.523,24.523,24.523,24.523,24.523
1980-03-30,24.051,24.051,24.051,24.051,24.051,24.051,24.051,24.051
1980-03-31,23.481,23.481,23.481,23.481,23.481,23.481,23.481,23.481
1980-04-01,23.453,23.453,23.453,23.453,23.453,23.453,23.453,23.453
1980-04-02,20.974,20.974,20.974,20.974,20.974,20.974,20.974,20.974
1980-04-03,23.072,23.072,23.072,23.072,23.072,23.072,23.072,23.072
1980-04-04,23.202,23.202,23.202,23.202,23.202,23.202,23.202,23.202
1980-04-05,22.414,22.414,22.414,22.414,22.414,22.414,22.414,22.414
1980-04-06,21.592,21.592,21.592,21.592,21.592,21.592,21.592,21.592
1980-04-07,20.694,20.694,20.694,20.694,20.694,20.694,20.694,20.694
1980-04-08,26.047,26.047,26.047,26.047,26.047,26.047,26.047,26.047
1980-04-09,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9
1980-04-10,20.844,20.844,20.844,20.844,20.844,20.844,20.844,20.844
1980-04-11,22.286,22.286,22.286,22.286,22.286,22.286,22.286,22.286
1980-04-12,21.637,21.637,21.637,21.637,21.637,21.637,21.637,21.637
1980-04-13,22.503,22.503,22.503,22.503,22.503,22.503,22.503,22.503
1980-04-14,22.928,22.928,22.928,22.928,22.928,22.928,22.928,22.928
1980-04-15,22.557,22.557,22.557,22.557,22.557,22.557,22.557,22.557
1980-04-16,24.422,24.422,24.422,24.422,24.422,24.422,24.422,24.422
1980-04-17,22.066,22.066,22.066,22.066,22.066,22.066,22.066,22.066
1980-04-18,22.925,22.925,22.925,22.925,22.925,22.925,22.925,22.925
1980-04-19,24.841,24.841,24.841,24.841,24.841,24.841,24.841,24.841
1980-04-20,24.677,24.677,24.677,24.677,24.677,24.677,24.677,24.677
1980-04-21,24.226,24.226,24.226,24.226,24.226,24.226,24.226,24.226
1980-04-22,23.77,23.77,23.77,23.77,23.77,23.77,23.77,23.77
1980-04-23,21.895,21.895,21.895,21.895,21.895,21.895,21.895,21.895
1980-04-24,23.092,23.092,23.092,23.092,23.092,23.092,23.092,23.092
1980-04-25,22.998,22.998,22.998,22.998,22.998,22.998,22.998,22.998
1980-04-26,22.949,22.949,22.949,22.949,22.949,22.949,22.949,22.949
1980-04-27,23.884,23.884,23.884,23.884,23.884,23.884,23.884,23.884
1980-04-28,23.916,23.916,23.916,23.916,23.916,23.916,23.916,23.916
1980-04-29,24.24,24.24,24.24,24.24,24.24,24.24,24.24,24.24
1980-04-30,22.724,22.724,22.724,22.724,22.724,22.724,22.724,22.724
1980-05-01,23.874,23.874,23.874,23.874,23.874,23.874,23.874,23.874
1980-05-02,24.197,24.197,24.197,24.197,24.197,24.197,24.197,24.197
1980-05-03,24.254,24.254,24.254,24.254,24.254,24.254,24.254,24.254
1980-05-04,23.644,23.644,23.644,23.644,23.644,23.644,23.644,23.644
1980-05-05,24.173,24.173,24.173,24.173,24.173,24.173,24.173,24.173
1980-05-06,23.847,23.847,23.847,23.847,23.847,23.847,23.847,23.847
1980-05-07,23.501,23.501,23.501,23.501,23.501,23.501,23.501,23.501
1980-05-08,23.868,23.868,23.868,23.868,23.868,23.868,23.868,23.868
1980-05-09,22.508,22.508,22.508,22.508,22.508,22.508,22.508,22.508
1980-05-10,22.955,22.955,22.955,22.955,22.955,22.955,22.955,22.955
1980-05-11,23.824,23.824,23.824,23.824,23.824,23.824,23.824,23.824
1980-05-12,25.052,25.052,25.052,25.052,25.052,25.052,25.052,25.052
1980-05-13,23.935,23.935,23.935,23.935,23.935,23.935,23.935,23.935
1980-05-14,23.627,23.627,23.627,23.627,23.627,23.627,23.627,23.627
1980-05-15,22.041,22.041,22.041,22.041,22.041,22.041,22.041,22.041
1980-05-16,22.763,22.763,22.763,22.763,22.763,22.763,22.763,22.763
1980-05-17,23.262,23.262,23.262,23.262,23.262,23.262,23.262,23.262
1980-05-18,24.419,24.419,24.419,24.419,24.419,24.419,24.419,24.419
1980-05-19,23.859,23.859,23.859,23.859,23.859,23.859,23.859,23.859
1980-05-20,23.647,23.647,23.647,23.647,23.647,23.647,23.647,23.647
1980-05-21,21.864,21.864,21.864,21.864,21.864,21.864,21.864,21.864
1980-05-22,23.962,23.962,23.962,23.962,23.962,23.962,23.962,23.962
1980-05-23,22.716,22.716,22.716,22.716,22.716,22.716,22.716,22.716
1980-05-24,21.638,21.638,21.638,21.638,21.638,21.638,21.638,21.638
1980-05-25,21.635,21.635,21.635,21.635,21.635,21.635,21.635,21.635
1980-05-26,21.641,21.641,21.641,21.641,21.641,21.641,21.641,21.641
1980-05-27,21.094,21.094,21.094,21.094,21.094,21.094,21.094,21.094
1980-05-28,22.469,22.469,22.469,22.469,22.469,22.469,22.469,22.469
1980-05-29,22.382,22.382,22.382,22.382,22.382,22.382,22.382,22.382
1980-05-30,22.989,22.989,22.989,22.989,22.989,22.989,22.989,22.989
1980-05-31,23.033,23.033,23.033,23.033,23.033,23.033,23.033,23.033
1980-06-01,21.062,21.062,21.062,21.062,21.062,21.062,21.062,21.062
1980-06-02,22.508,22.508,22.508,22.508,22.508,22.508,22.508,22.508
1980-06-03,22.839,22.839,22.839,22.839,22.839,22.839,22.839,22.839
1980-06-04,23.06,23.06,23.06,23.06,23.06,23.06,23.06,23.06
1980-06-05,22.838,22.838,22.838,22.838,22.838,22.838,22.838,22.838
1980-06-06,22.298,22.298,22.298,22.298,22.298,22.298,22.298,22.298
1980-06-07,22.785,22.785,22.785,22.785,22.785,22.785,22.785,22.785
1980-06-08,24.365,24.365,24.365,24.365,24.365,24.365,24.365,24.365
1980-06-09,22.493,22.493,22.493,22.493,22.493,22.493,22.493,22.493
1980-06-10,21.736,21.736,21.736,21.736,21.736,21.736,21.736,21.736
1980-06-11,23.038,23.038,23.038,23.038,23.038,23.038,23.038,23.038
1980-06-12,22.513,22.513,22.513,22.513,22.513,22.513,22.513,22.513
1980-06-13,22.628,22.628,22.628,22.628,22.628,22.628,22.628,22.628
1980-06-14,22.176,22.176,22.176,22.176,22.176,22.176,22.176,22.176
1980-06-15,22.217,22.217,22.217,22.217,22.217,22.217,22.217,22.217
1980-06-16,24.534,24.534,24.534,24.534,24.534,24.534,24.534,24.534
1980-06-17,24.591,24.591,24.591,24.591,24.591,24.591,24.591,24.591
1980-06-18,24.778,24.778,24.778,24.778,24.778,24.778,24.778,24.778
1980-06-19,21.069,21.069,21.069,21.069,21.069,21.069,21.069,21.069
1980-06-20,23.44,23.44,23.44,23.44,23.44,23.44,23.44,23.44
1980-06-21,20.342,20.342,20.342,20.342,20.342,20.342,20.342,20.342
1980-06-22,21.271,21.271,21.271,21.271,21.271,21.271,21.271,21.271
1980-06-23,22.28,22.28,22.28,22.28,22.28,22.28,22.28,22.28
1980-06-24,21.205,21.205,21.205,21.205,21.205,21.205,21.205,21.205
1980-06-25,22.231,22.231,22.231,22.231,22.231,22.231,22.231,22.231
1980-06-26,23.38,23.38,23.38,23.38,23.38,23.38,23.38,23.38
1980-06-27,23.827,23.827,23.827,23.827,23.827,23.827,23.827,23.827
1980-06-28,24.793,24.793,24.793,24.793,24.793,24.793,24.793,24.793
1980-06-29,23.407,23.407,23.407,23.407,23.407,23.407,23.407,23.407
1980-06-30,24.245,24.245,24.245,24.245,24.245,24.245,24.245,24.245
1980-07-01,24.429,24.429,24.429,24.429,24.429,24.429,24.429,24.429
1980-07-02,24.053,24.053,24.053,24.053,24.053,24.053,24.053,24.053
1980-07-03,22.178,22.178,22.178,22.178,22.178,22.178,22.178,22.178
1980-07-04,23.477,23.477,23.477,23.477,23.477,23.477,23.477,23.477
1980-07-05,23.516,23.516,23.516,23.516,23.516,23.516,23.516,23.516
1980-07-06,25.412,25.412,25.412,25.412,25.412,25.412,25.412,25.412
1980-07-07,23.268,23.268,23.268,23.268,23.268,23.268,23.268,23.268
1980-07-08,23.754,23.754,23.754,23.754,23.754,23.754,23.754,23.754
1980-07-09,21.871,21.871,21.871,21.871,21.871,21.871,21.871,21.871
1980-07-10,23.791,23.791,23.791,23.791,23.791,23.791,23.791,23.791
1980-07-11,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173
1980-07-12,20.442,20.442,20.442,20.442,20.442,20.442,20.442,20.442
1980-07-13,21.669,21.669,21.669,21.669,21.669,21.669,21.669,21.669
1980-07-14,23.168,23.168,23.168,23.168,23.168,23.168,23.168,23.168
1980-07-15,23.041,23.041,23.041,23.041,23.041,23.041,23.041,23.041
1980-07-16,25.673,25.673,25.673,25.673,25.673,25.673,25.673,25.673
1980-07-17,23.136,23.136,23.136,23.136,23.136,23.136,23.136,23.136
1980-07-18,21.061,21.061,21.061,21.061,21.061,21.061,21.061,21.061
1980-07-19,21.487,21.487,21.487,21.487,21.487,21.487,21.487,21.487
1980-07-20,22.373,22.373,22.373,22.373,22.373,22.373,22.373,22.373
1980-07-21,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62
1980-07-22,22.574,22.574,22.574,22.574,22.574,22.574,22.574,22.574
1980-07-23,22.092,22.092,22.092,22.092,22.092,22.092,22.092,22.092
1980-07-24,19.938,19.938,19.938,19.938,19.938,19.938,19.938,19.938
1980-07-25,20.672,20.672,20.672,20.672,20.672,20.672,20.672,20.672
1980-07-26,22.216,22.216,22.216,22.216,22.216,22.216,22.216,22.216
1980-07-27,21.896,21.896,21.896,21.896,21.896,21.896,21.896,21.896
1980-07-28,21.605,21.605,21.605,21.605,21.605,21.605,21.605,21.605
1980-07-29,22.237,22.237,22.237,22.237,22.237,22.237,22.237,22.237
1980-07-30,21.799,21.799,21.799,21.799,21.799,21.799,21.799,21.799
1980-07-31,21.674,21.674,21.674,21.674,21.674,21.674,21.674,21.674
1980-08-01,22.871,22.871,22.871,22.871,22.871,22.871,22.871,22.871
1980-08-02,22.278,22.278,22.278,22.278,22.278,22.278,22.278,22.278
1980-08-03,21.516,21.516,21.516,21.516,21.516,21.516,21.516,21.516
1980-08-04,22.84,22.84,22.84,22.84,22.84,22.84,22.84,22.84
1980-08-05,22.584,22.584,22.584,22.584,22.584,22.584,22.584,22.584
1980-08-06,21.661,21.661,21.661,21.661,21.661,21.661,21.661,21.661
1980-08-07,21.807,21.807,21.807,21.807,21.807,21.807,21.807,21.807
1980-08-08,21.548,21.548,21.548,21.548,21.548,21.548,21.548,21.548
1980-08-09,23.536,23.536,23.536,23.536,23.536,23.536,23.536,23.536
1980-08-10,20.248,20.248,20.248,20.248,20.248,20.248,20.248,20.248
1980-08-11,21.331,21.331,21.331,21.331,21.331,21.331,21.331,21.331
1980-08-12,23.747,23.747,23.747,23.747,23.747,23.747,23.747,23.747
1980-08-13,23.089,23.089,23.089,23.089,23.089,23.089,23.089,23.089
1980-08-14,22.442,22.442,22.442,22.442,22.442,22.442,22.442,22.442
1980-08-15,19.184,19.184,19.184,19.184,19.184,19.184,19.184,19.184
1980-08-16,19.301,19.301,19.301,19.301,19.301,19.301,19.301,19.301
1980-08-17,20.616,20.616,20.616,20.616,20.616,20.616,20.616,20.616
1980-08-18,22.218,22.218,22.218,22.218,22.218,22.218,22.218,22.218
1980-08-19,21.943,21.943,21.943,21.943,21.943,21.943,21.943,21.943
1980-08-20,21.041,21.041,21.041,21.041,21.041,21.041,21.041,21.041
1980-08-21,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
1980-08-22,20.551,20.551,20.551,20.551,20.551,20.551,20.551,20.551
1980-08-23,19.482,19.482,19.482,19.482,19.482,19.482,19.482,19.482
1980-08-24,21.661,21.661,21.661,21.661,21.661,21.661,21.661,21.661
1980-08-25,22.502,22.502,22.502,22.502,22.502,22.502,22.502,22.502
1980-08-26,23.345,23.345,23.345,23.345,23.345,23.345,23.345,23.345
1980-08-27,20.953,20.953,20.953,20.953,20.953,20.953,20.953,20.953
1980-08-28,22.055,22.055,22.055,22.055,22.055,22.055,22.055,22.055
1980-08-29,21.999,21.999,21.999,21.999,21.999,21.999,21.999,21.999
1980-08-30,21.633,21.633,21.633,21.633,21.633,21.633,21.633,21.633
1980-08-31,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525
1980-09-01,21.872,21.872,21.872,21.872,21.872,21.872,21.872,21.872
1980-09-02,22.972,22.972,22.972,22.972,22.972,22.972,22.972,22.972
1980-09-03,20.366,20.366,20.366,20.366,20.366,20.366,20.366,20.366
1980-09-04,23.939,23.939,23.939,23.939,23.939,23.939,23.939,23.939
1980-09-05,22.787,22.787,22.787,22.787,22.787,22.787,22.787,22.787
1980-09-06,23.228,23.228,23.228,23.228,23.228,23.228,23.228,23.228
1980-09-07,23.907,23.907,23.907,23.907,23.907,23.907,23.907,23.907
1980-09-08,22.013,22.013,22.013,22.013,22.013,22.013,22.013,22.013
1980-09-09,22.524,22.524,22.524,22.524,22.524,22.524,22.524,22.524
1980-09-10,23.423,23.423,23.423,23.423,23.423,23.423,23.423,23.423
1980-09-11,22.648,22.648,22.648,22.648,22.648,22.648,22.648,22.648
1980-09-12,22.495,22.495,22.495,22.495,22.495,22.495,22.495,22.495
1980-09-13,22.962,22.962,22.962,22.962,22.962,22.962,22.962,22.962
1980-09-14,22.323,22.323,22.323,22.323,22.323,22.323,22.323,22.323
1980-09-15,22.442,22.442,22.442,22.442,22.442,22.442,22.442,22.442
1980-09-16,22.049,22.049,22.049,22.049,22.049,22.049,22.049,22.049
1980-09-17,22.053,22.053,22.053,22.053,22.053,22.053,22.053,22.053
1980-09-18,22.942,22.942,22.942,22.942,22.942,22.942,22.942,22.942
1980-09-19,22.235,22.235,22.235,22.235,22.235,22.235,22.235,22.235
1980-09-20,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07
1980-09-21,21.321,21.321,21.321,21.321,21.321,21.321,21.321,21.321
1980-09-22,20.273,20.273,20.273,20.273,20.273,20.273,20.273,20.273
1980-09-23,20.831,20.831,20.831,20.831,20.831,20.831,20.831,20.831
1980-09-24,18.513,18.513,18.513,18.513,18.513,18.513,18.513,18.513
1980-09-25,21.563,21.563,21.563,21.563,21.563,21.563,21.563,21.563
1980-09-26,21.667,21.667,21.667,21.667,21.667,21.667,21.667,21.667
1980-09-27,20.3,20.3,20.3,20.3,20.3,20.3,20.3,20.3
1980-09-28,20.736,20.736,20.736,20.736,20.736,20.736,20.736,20.736
1980-09-29,22.633,22.633,22.633,22.633,22.633,22.633,22.633,22.633
1980-09-30,21.564,21.564,21.564,21.564,21.564,21.564,21.564,21.564
1980-10-01,21.007,21.007,21.007,21.007,21.007,21.007,21.007,21.007
1980-10-02,22.221,22.221,22.221,22.221,22.221,22.221,22.221,22.221
1980-10-03,22.126,22.126,22.126,22.126,22.126,22.126,22.126,22.126
1980-10-04,23.235,23.235,23.235,23.235,23.235,23.235,23.235,23.235
1980-10-05,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12
1980-10-06,21.132,21.132,21.132,21.132,21.132,21.132,21.132,21.132
1980-10-07,19.348,19.348,19.348,19.348,19.348,19.348,19.348,19.348
1980-10-08,19.479,19.479,19.479,19.479,19.479,19.479,19.479,19.479
1980-10-09,20.118,20.118,20.118,20.118,20.118,20.118,20.118,20.118
1980-10-10,20.241,20.241,20.241,20.241,20.241,20.241,20.241,20.241
1980-10-11,20.789,20.789,20.789,20.789,20.789,20.789,20.789,20.789
1980-10-12,21.754,21.754,21.754,21.754,21.754,21.754,21.754,21.754
1980-10-13,21.593,21.593,21.593,21.593,21.593,21.593,21.593,21.593
1980-10-14,21.685,21.685,21.685,21.685,21.685,21.685,21.685,21.685
1980-10-15,21.596,21.596,21.596,21.596,21.596,21.596,21.596,21.596
1980-10-16,22.511,22.511,22.511,22.511,22.511,22.511,22.511,22.511
1980-10-17,23.151,23.151,23.151,23.151,23.151,23.151,23.151,23.151
1980-10-18,22.557,22.557,22.557,22.557,22.557,22.557,22.557,22.557
1980-10-19,21.192,21.192,21.192,21.192,21.192,21.192,21.192,21.192
1980-10-20,21.465,21.465,21.465,21.465,21.465,21.465,21.465,21.465
1980-10-21,21.522,21.522,21.522,21.522,21.522,21.522,21.522,21.522
1980-10-22,21.308,21.308,21.308,21.308,21.308,21.308,21.308,21.308
1980-10-23,21.283,21.283,21.283,21.283,21.283,21.283,21.283,21.283
1980-10-24,22.909,22.909,22.909,22.909,22.909,22.909,22.909,22.909
1980-10-25,23.004,23.004,23.004,23.004,23.004,23.004,23.004,23.004
1980-10-26,23.302,23.302,23.302,23.302,23.302,23.302,23.302,23.302
1980-10-27,22.842,22.842,22.842,22.842,22.842,22.842,22.842,22.842
1980-10-28,21.853,21.853,21.853,21.853,21.853,21.853,21.853,21.853
1980-10-29,22.426,22.426,22.426,22.426,22.426,22.426,22.426,22.426
1980-10-30,22.267,22.267,22.267,22.267,22.267,22.267,22.267,22.267
1980-10-31,21.646,21.646,21.646,21.646,21.646,21.646,21.646,21.646
1980-11-01,21.948,21.948,21.948,21.948,21.948,21.948,21.948,21.948
1980-11-02,22.381,22.381,22.381,22.381,22.381,22.381,22.381,22.381
1980-11-03,21.781,21.781,21.781,21.781,21.781,21.781,21.781,21.781
1980-11-04,21.156,21.156,21.156,21.156,21.156,21.156,21.156,21.156
1980-11-05,22.076,22.076,22.076,22.076,22.076,22.076,22.076,22.076
1980-11-06,20.54,20.54,20.54,20.54,20.54,20.54,20.54,20.54
1980-11-07,20.261,20.261,20.261,20.261,20.261,20.261,20.261,20.261
1980-11-08,19.76,19.76,19.76,19.76,19.76,19.76,19.76,19.76
1980-11-09,21.88,21.88,21.88,21.88,21.88,21.88,21.88,21.88
1980-11-10,21.696,21.696,21.696,21.696,21.696,21.696,21.696,21.696
1980-11-11,20.99,20.99,20.99,20.99,20.99,20.99,20.99,20.99
